plan_id,plate_id,fungus_id,independent_run,isolate_id,well,candidate_id,dose_slot,dose_value,dose_unit,role,technical_replicate,layout_status
fungal-67f41e49c7ce,attine_cultivar-run1-plate1,attine_cultivar,1,,G5,,,,,medium_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run1-plate1,attine_cultivar,1,,D6,,,,,medium_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run1-plate1,attine_cultivar,1,,B12,,,,,reference_antifungal,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run1-plate1,attine_cultivar,1,,C3,,,,,reference_antifungal,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run1-plate1,attine_cultivar,1,,E7,,,,,reference_antifungal,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,D7,F003,D1,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,G7,F003,D1,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,B1,F003,D1,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,F10,F003,D1,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,C3,F003,D1,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,C9,F003,D1,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,F9,F003,D2,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,A1,F003,D2,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,E2,F003,D2,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,G2,F003,D2,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,D3,F003,D2,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,D1,F003,D2,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,G9,F003,D3,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,F3,F003,D3,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,E10,F003,D3,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,D9,F003,D3,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,A9,F003,D3,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,C12,F003,D3,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,A11,F003,D4,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,G4,F003,D4,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,B2,F003,D4,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,E5,F003,D4,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,H12,F003,D4,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,A10,F003,D4,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,C11,F008,D1,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,G6,F008,D1,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,F6,F008,D1,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,H9,F008,D1,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,H7,F008,D1,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,D4,F008,D1,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,B12,F008,D2,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,E9,F008,D2,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,C6,F008,D2,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,F5,F008,D2,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,C2,F008,D2,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,F2,F008,D2,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,B6,F008,D3,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,C10,F008,D3,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,B10,F008,D3,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,E6,F008,D3,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,B3,F008,D3,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,F8,F008,D3,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,A12,F008,D4,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,D10,F008,D4,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,D5,F008,D4,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,H11,F008,D4,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,A2,F008,D4,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,C7,F008,D4,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,A8,F010,D1,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,D12,F010,D1,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,A3,F010,D1,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,G3,F010,D1,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,F12,F010,D1,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,C1,F010,D1,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,C8,F010,D2,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,D2,F010,D2,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,B4,F010,D2,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,B7,F010,D2,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,E7,F010,D2,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,D8,F010,D2,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,H4,F010,D3,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,B9,F010,D3,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,G1,F010,D3,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,G11,F010,D3,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,B5,F010,D3,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,G5,F010,D3,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,H3,F010,D4,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,H2,F010,D4,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,A5,F010,D4,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,F4,F010,D4,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,C5,F010,D4,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,E12,F010,D4,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,G8,,,,,vehicle_growth,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,F1,,,,,vehicle_growth,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,D6,,,,,vehicle_growth,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,E1,,,,,medium_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,A7,,,,,medium_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,D11,,,,,medium_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,E8,,,,,reference_antifungal,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,H10,,,,,reference_antifungal,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,attine_cultivar-run2-plate1,attine_cultivar,2,,E11,,,,,reference_antifungal,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,F9,F003,D1,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,H5,F003,D1,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,E11,F003,D1,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,E12,F003,D1,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,H2,F003,D1,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,C10,F003,D1,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,G9,F003,D2,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,H8,F003,D2,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,C11,F003,D2,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,G1,F003,D2,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,D11,F003,D2,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,H12,F003,D2,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,D4,F003,D3,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,E10,F003,D3,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,C6,F003,D3,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,D7,F003,D3,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,G4,F003,D3,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,H6,F003,D3,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,H4,F003,D4,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,D6,F003,D4,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,C4,F003,D4,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,G10,F003,D4,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,H7,F003,D4,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,D10,F003,D4,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,H9,F008,D1,,,treatment,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,E1,F008,D1,,,treatment,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,B11,F008,D1,,,treatment,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,G6,F008,D1,,,material_only_blank,1,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,C7,F008,D1,,,material_only_blank,2,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,A2,F008,D1,,,material_only_blank,3,illustrative_not_lab_approved
fungal-67f41e49c7ce,s_cerevisiae-run1-plate1,s_cerevisiae,1,,B9,F008,D2,,,treatment,1,illustrative_not_lab_approved
