record_id,source_id,material,material_type,source_compound_or_fraction_code,source_plant,source_organ,dose_value,dose_unit_as_reported,dose_ug_ml,endpoint,endpoint_relation,endpoint_value,endpoint_unit,remaining_growth_percent,derived_inhibition_percent,original_ordinal_score,damaged_cultures,tested_cultures,ant,fungus_as_reported,observation_time,model_use,transcription_notes,limitations,source_locator,original_url,local_original,context_key,exposure_route,dose_basis,endpoint_ci_low,endpoint_ci_high,independence_group,extraction_batch
F011,howard1988terpenoids,Kolavenol,pure_compound,3,Melampodium divaricatum; Vismea baccifera [as printed; Vismia linkage],"Leaves; previously reported origin, assay-batch provenance unresolved",0.011,mg/mL,11.0,remaining_growth,=,100,percent,100,0,0,,,Atta cephalotes,Mutualistic attine fungus; pure-culture identity confirmed by ant acceptance.,Table 1 endpoint is day 7; growth was also followed through day 28.,Ordinal dose-conditioned response; group both doses and all plant links within the same material/study,Plant origins from PDF 3; do not expand one assay into independent rows for each plant. No growth at one dose is not a measured MIC.,Mapped percentages retain ordinal measurement resolution. Table concentrations take precedence over approximate method concentrations. Historical plant origins do not establish batch origin or garden exposure. Possible culture-lineage overlap with 1983 study is unverified.,PDF 7 / printed 65; Table 1,https://doi.org/10.1007/BF01022531,sources/howard1988terpenoids.pdf,howard1988terpenoids,,,,,,1
F012,howard1988terpenoids,Nerolidol,pure_compound,4,Vismea baccifera [as printed; Vismia linkage],"Leaves; previously reported origin, assay-batch provenance unresolved",0.14,mg/mL,140.0,remaining_growth,=,0,percent,0,100,4+,,,Atta cephalotes,Mutualistic attine fungus; pure-culture identity confirmed by ant acceptance.,Table 1 endpoint is day 7; growth was also followed through day 28.,Ordinal dose-conditioned response; group both doses and all plant links within the same material/study,Plant origins from PDF 3; do not expand one assay into independent rows for each plant. No growth at one dose is not a measured MIC.,Mapped percentages retain ordinal measurement resolution. Table concentrations take precedence over approximate method concentrations. Historical plant origins do not establish batch origin or garden exposure. Possible culture-lineage overlap with 1983 study is unverified.,PDF 7 / printed 65; Table 1,https://doi.org/10.1007/BF01022531,sources/howard1988terpenoids.pdf,howard1988terpenoids,,,,,,1
F013,howard1988terpenoids,Nerolidol,pure_compound,4,Vismea baccifera [as printed; Vismia linkage],"Leaves; previously reported origin, assay-batch provenance unresolved",0.014,mg/mL,14.0,remaining_growth,=,50,percent,50,50,2+,,,Atta cephalotes,Mutualistic attine fungus; pure-culture identity confirmed by ant acceptance.,Table 1 endpoint is day 7; growth was also followed through day 28.,Ordinal dose-conditioned response; group both doses and all plant links within the same material/study,Plant origins from PDF 3; do not expand one assay into independent rows for each plant. No growth at one dose is not a measured MIC.,Mapped percentages retain ordinal measurement resolution. Table concentrations take precedence over approximate method concentrations. Historical plant origins do not establish batch origin or garden exposure. Possible culture-lineage overlap with 1983 study is unverified.,PDF 7 / printed 65; Table 1,https://doi.org/10.1007/BF01022531,sources/howard1988terpenoids.pdf,howard1988terpenoids,,,,,,1
F014,pagnocca1996,Sesamin,pure_compound,1,Virola sebifera,Leaves,70,µg/mL,70,remaining_growth,<,20,percent,<20,>80,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,"Source identity: Figure 1; source-to-organ mapping PDF 2. Table reports <20% growth, prose says complete inhibition; retain >80% inhibition as a bound. ","Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1
F015,pagnocca1996,Eudesmin,pure_compound,2,Virola sebifera,Leaves,160,µg/mL,160,remaining_growth,=,60,percent,60,40,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,Source identity: Figure 1; source-to-organ mapping PDF 2. ,"Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1
F016,pagnocca1996,Episesamin,pure_compound,3,Virola sp.,Leaves,200,µg/mL,200,remaining_growth,=,100,percent,100,0,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,Source identity: Figure 1; source-to-organ mapping PDF 2. ,"Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1
F017,pagnocca1996,Philygenol,pure_compound,4,Otoba parvifolia,Fruits,200,µg/mL,200,remaining_growth,=,80,percent,80,20,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,Source identity: Figure 1; source-to-organ mapping PDF 2. ,"Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1
F018,pagnocca1996,Lignan 5,pure_compound,5,Virola sebifera,Leaves,200,µg/mL,200,remaining_growth,=,80,percent,80,20,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,Source identity: Figure 1; source-to-organ mapping PDF 2. Source-local compound code; no guessed common name or SMILES assigned. ,"Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1
F019,pagnocca1996,Lignan 6,pure_compound,6,Virola sebifera,Leaves,210,µg/mL,210,remaining_growth,=,40,percent,40,60,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,Source identity: Figure 1; source-to-organ mapping PDF 2. Source-local compound code; no guessed common name or SMILES assigned. ,"Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1
F020,pagnocca1996,Epigalgravin,pure_compound,7,Virola sp.,Leaves,200,µg/mL,200,remaining_growth,<,20,percent,<20,>80,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,"Source identity: Figure 1; source-to-organ mapping PDF 2. Table reports <20% growth, prose says complete inhibition; retain >80% inhibition as a bound. Table spelling variant preserved in PDF; narrative name used here. ","Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1
F021,pagnocca1996,Lignan 8,pure_compound,8,Virola sp.,Leaves,200,µg/mL,200,remaining_growth,=,100,percent,100,0,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,Source identity: Figure 1; source-to-organ mapping PDF 2. Source-local compound code; no guessed common name or SMILES assigned. ,"Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1
F022,hubbell1983,Caryophyllene epoxide,pure_compound,,Hymenaea courbaril,Mature leaves,100,µg/mL,100,culture_damage_incidence,=,0.8,proportion,,,,8,10,Atta cephalotes,Attine fungus; culture identity confirmed by ant acceptance.,Visible culture damage within 48 h,Binomial culture-damage outcome; separate from growth/MIC/IC50 models,"Damage counted as shrivelling, collapse and browning. At100 µg/mL the paper says all but2 of 10; 8 derived by subtraction. No conversion to growth-inhibition percent.",Unsuccessful recovery transfer reported without enough detail to establish a formal fungicidal endpoint; authors leave fungistatic versus fungicidal unresolved. Other-fungus claim is unnamed-species personal communication and is not transcribed as assay data. Culture-lineage overlap with 1988 is unverified.,PDF 5 / printed 325; Fungal bioassays,https://doi.org/10.1007/BF00376846,sources/hubbell1983.pdf,hubbell1983,,,,,,1
F023,hubbell1983,Caryophyllene epoxide,pure_compound,,Hymenaea courbaril,Mature leaves,3,mg/mL,3000,culture_damage_incidence,=,1.0,proportion,,,,10,10,Atta cephalotes,Attine fungus; culture identity confirmed by ant acceptance.,Visible culture damage within 48 h,Binomial culture-damage outcome; separate from growth/MIC/IC50 models,"Damage counted as shrivelling, collapse and browning. At100 µg/mL the paper says all but2 of 10; 8 derived by subtraction. No conversion to growth-inhibition percent.",Unsuccessful recovery transfer reported without enough detail to establish a formal fungicidal endpoint; authors leave fungistatic versus fungicidal unresolved. Other-fungus claim is unnamed-species personal communication and is not transcribed as assay data. Culture-lineage overlap with 1988 is unverified.,PDF 5 / printed 325; Fungal bioassays,https://doi.org/10.1007/BF00376846,sources/hubbell1983.pdf,hubbell1983,,,,,,1
F024,hubbell1983,Caryophyllene epoxide,pure_compound,,Hymenaea courbaril,Mature leaves,30,mg/mL,30000,culture_damage_incidence,=,1.0,proportion,,,,5,5,Atta cephalotes,Attine fungus; culture identity confirmed by ant acceptance.,Visible culture damage within 48 h,Binomial culture-damage outcome; separate from growth/MIC/IC50 models,"Damage counted as shrivelling, collapse and browning. At100 µg/mL the paper says all but2 of 10; 8 derived by subtraction. No conversion to growth-inhibition percent.",Unsuccessful recovery transfer reported without enough detail to establish a formal fungicidal endpoint; authors leave fungistatic versus fungicidal unresolved. Other-fungus claim is unnamed-species personal communication and is not transcribed as assay data. Culture-lineage overlap with 1988 is unverified.,PDF 5 / printed 325; Fungal bioassays,https://doi.org/10.1007/BF00376846,sources/hubbell1983.pdf,hubbell1983,,,,,,1
F025,bigi2004,Hexane leaf extract,crude_extract,HE,Ricinus communis,Dry leaves,5,mg/mL,5000,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 1,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F026,bigi2004,Dichloromethane leaf extract,crude_extract,DE,Ricinus communis,Dry leaves,5,mg/mL,5000,remaining_growth,=,40,percent,40,60,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 1,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F027,bigi2004,Methanol leaf extract,crude_extract,ME,Ricinus communis,Dry leaves,5,mg/mL,5000,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 1,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F028,bigi2004,Hexane fraction of hexane extract,fraction_mixture,HFHE,Ricinus communis,Dry leaves,2,mg/mL,2000,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 1,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F029,bigi2004,Dichloromethane fraction of hexane extract,fraction_mixture,DFHE,Ricinus communis,Dry leaves,2,mg/mL,2000,remaining_growth,=,60,percent,60,40,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 1,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F030,bigi2004,Ethyl acetate fraction of hexane extract,fraction_mixture,EFHE,Ricinus communis,Dry leaves,2,mg/mL,2000,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 1,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F031,bigi2004,Methanol fraction of hexane extract,fraction_mixture,MFHE,Ricinus communis,Dry leaves,0.5,mg/mL,500.0,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 1,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F032,bigi2004,Hexane fraction of methanol extract,fraction_mixture,HFME,Ricinus communis,Dry leaves,2.5,mg/mL,2500.0,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 1,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F033,bigi2004,Dichloromethane fraction of methanol extract,fraction_mixture,DFME,Ricinus communis,Dry leaves,2.5,mg/mL,2500.0,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 1,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F034,bigi2004,Ethyl acetate fraction of methanol extract [AFME as tabulated],fraction_mixture,AFME,Ricinus communis,Dry leaves,2.5,mg/mL,2500.0,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 1,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F035,bigi2004,Methanol fraction of methanol extract,fraction_mixture,MFME,Ricinus communis,Dry leaves,2.5,mg/mL,2500.0,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 1,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F036,bigi2004,MFHE subfraction 6,fraction_mixture,MFHE-6,Ricinus communis,Dry leaves,0.5,mg/mL,500.0,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 2,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
