response_group,compound_id,preferred_name,source_id,material_type,identity_status,route,endpoint_family,observation_time,record_count,distinct_doses,original_observations,source_locator,source_url,local_pdf,dose_basis,margin_percentage_points,threshold_percent,lower_exclusive_ug_ml,upper_inclusive_ug_ml,interval_status,scenario_interval,supporting_below_records,supporting_above_records,threshold_indeterminate_records,monotonicity_conflicts
"souza2005|C018|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C018,Germanicol,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F078"", ""dose_ug_ml"": 100, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,20,50,100.0,,lower_only,"C50 > 100, or never reaches 50%","[""F078""]",[],[],[]
"souza2005|C019|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C019,β-Amyrin,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F079"", ""dose_ug_ml"": 100, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,0,50,100.0,,lower_only,"C50 > 100, or never reaches 50%","[""F079""]",[],[],[]
"souza2005|C019|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C019,β-Amyrin,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F079"", ""dose_ug_ml"": 100, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,10,50,100.0,,lower_only,"C50 > 100, or never reaches 50%","[""F079""]",[],[],[]
"souza2005|C019|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C019,β-Amyrin,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F079"", ""dose_ug_ml"": 100, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,20,50,100.0,,lower_only,"C50 > 100, or never reaches 50%","[""F079""]",[],[],[]
"souza2005|C020|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C020,β-Sitosterol,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F080"", ""dose_ug_ml"": 100, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,0,50,100.0,,lower_only,"C50 > 100, or never reaches 50%","[""F080""]",[],[],[]
"souza2005|C020|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C020,β-Sitosterol,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F080"", ""dose_ug_ml"": 100, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,10,50,100.0,,lower_only,"C50 > 100, or never reaches 50%","[""F080""]",[],[],[]
"souza2005|C020|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C020,β-Sitosterol,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F080"", ""dose_ug_ml"": 100, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,20,50,100.0,,lower_only,"C50 > 100, or never reaches 50%","[""F080""]",[],[],[]
"souza2005|C021|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C021,Stigmast-4-en-3-one,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F081"", ""dose_ug_ml"": 100, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,0,50,100.0,,lower_only,"C50 > 100, or never reaches 50%","[""F081""]",[],[],[]
"souza2005|C021|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C021,Stigmast-4-en-3-one,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F081"", ""dose_ug_ml"": 100, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,10,50,100.0,,lower_only,"C50 > 100, or never reaches 50%","[""F081""]",[],[],[]
"souza2005|C021|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C021,Stigmast-4-en-3-one,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F081"", ""dose_ug_ml"": 100, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,20,50,100.0,,lower_only,"C50 > 100, or never reaches 50%","[""F081""]",[],[],[]
"souza2005|C022|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C022,3β-Hydroxystigmast-5-en-7-one,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F082"", ""dose_ug_ml"": 60, ""reported_inhibition"": 20}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,0,50,60.0,,lower_only,"C50 > 60, or never reaches 50%","[""F082""]",[],[],[]
"souza2005|C022|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C022,3β-Hydroxystigmast-5-en-7-one,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F082"", ""dose_ug_ml"": 60, ""reported_inhibition"": 20}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,10,50,60.0,,lower_only,"C50 > 60, or never reaches 50%","[""F082""]",[],[],[]
"souza2005|C022|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C022,3β-Hydroxystigmast-5-en-7-one,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F082"", ""dose_ug_ml"": 60, ""reported_inhibition"": 20}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,20,50,60.0,,lower_only,"C50 > 60, or never reaches 50%","[""F082""]",[],[],[]
"souza2005|C023|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C023,Syringaresinol,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F083"", ""dose_ug_ml"": 50, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,0,50,50.0,,lower_only,"C50 > 50, or never reaches 50%","[""F083""]",[],[],[]
"souza2005|C023|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C023,Syringaresinol,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F083"", ""dose_ug_ml"": 50, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,10,50,50.0,,lower_only,"C50 > 50, or never reaches 50%","[""F083""]",[],[],[]
"souza2005|C023|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C023,Syringaresinol,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F083"", ""dose_ug_ml"": 50, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,20,50,50.0,,lower_only,"C50 > 50, or never reaches 50%","[""F083""]",[],[],[]
"souza2005|C024|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C024,Syringaldehyde,souza2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F084"", ""dose_ug_ml"": 50, ""reported_inhibition"": 80}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,0,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""F084""]",[],[]
"souza2005|C024|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C024,Syringaldehyde,souza2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F084"", ""dose_ug_ml"": 50, ""reported_inhibition"": 80}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,10,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""F084""]",[],[]
"souza2005|C024|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C024,Syringaldehyde,souza2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F084"", ""dose_ug_ml"": 50, ""reported_inhibition"": 80}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,20,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""F084""]",[],[]
"souza2005|C025|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C025,Vanillic acid,souza2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F085"", ""dose_ug_ml"": 50, ""reported_inhibition"": 80}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,0,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""F085""]",[],[]
"souza2005|C025|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C025,Vanillic acid,souza2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F085"", ""dose_ug_ml"": 50, ""reported_inhibition"": 80}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,10,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""F085""]",[],[]
"souza2005|C025|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C025,Vanillic acid,souza2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F085"", ""dose_ug_ml"": 50, ""reported_inhibition"": 80}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,20,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""F085""]",[],[]
"souza2005|C026|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C026,Dictamnine,souza2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F086"", ""dose_ug_ml"": 40, ""reported_inhibition"": 40}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,0,50,40.0,,lower_only,"C50 > 40, or never reaches 50%","[""F086""]",[],[],[]
"souza2005|C026|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C026,Dictamnine,souza2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F086"", ""dose_ug_ml"": 40, ""reported_inhibition"": 40}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,10,50,,,unconstrained,No threshold bound from these observations,[],[],"[""F086""]",[]
"souza2005|C026|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C026,Dictamnine,souza2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F086"", ""dose_ug_ml"": 40, ""reported_inhibition"": 40}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,20,50,,,unconstrained,No threshold bound from these observations,[],[],"[""F086""]",[]
"souza2005|C027|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C027,1-Methyl-4-methoxy-2-quinolone,souza2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F087"", ""dose_ug_ml"": 60, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,0,50,60.0,,lower_only,"C50 > 60, or never reaches 50%","[""F087""]",[],[],[]
"souza2005|C027|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C027,1-Methyl-4-methoxy-2-quinolone,souza2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F087"", ""dose_ug_ml"": 60, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,10,50,60.0,,lower_only,"C50 > 60, or never reaches 50%","[""F087""]",[],[],[]
"souza2005|C027|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C027,1-Methyl-4-methoxy-2-quinolone,souza2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F087"", ""dose_ug_ml"": 60, ""reported_inhibition"": 0}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,20,50,60.0,,lower_only,"C50 > 60, or never reaches 50%","[""F087""]",[],[],[]
"souza2005|C028|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C028,Platydesmine,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F088"", ""dose_ug_ml"": 50, ""reported_inhibition"": 80}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,0,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""F088""]",[],[]
"souza2005|C028|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C028,Platydesmine,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F088"", ""dose_ug_ml"": 50, ""reported_inhibition"": 80}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,10,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""F088""]",[],[]
"souza2005|C028|agar_contact|coarse_visual_growth|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",C028,Platydesmine,souza2005,pure_compound,stereochemistry_or_identity_review,agar_contact,coarse_visual_growth,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",1,1,"[{""record_id"": ""F088"", ""dose_ug_ml"": 50, ""reported_inhibition"": 80}]",PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,../../sources/souza2005.pdf,Reported assay concentration,20,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""F088""]",[],[]
coumarins2005|C036|agar_contact|coarse_visual_growth|30 days at 25±1°C,C036,Angelicin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M001"", ""dose_ug_ml"": 72, ""reported_inhibition"": 40}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,0,50,72.0,,lower_only,"C50 > 72, or never reaches 50%","[""M001""]",[],[],[]
coumarins2005|C036|agar_contact|coarse_visual_growth|30 days at 25±1°C,C036,Angelicin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M001"", ""dose_ug_ml"": 72, ""reported_inhibition"": 40}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,10,50,,,unconstrained,No threshold bound from these observations,[],[],"[""M001""]",[]
coumarins2005|C036|agar_contact|coarse_visual_growth|30 days at 25±1°C,C036,Angelicin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M001"", ""dose_ug_ml"": 72, ""reported_inhibition"": 40}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,20,50,,,unconstrained,No threshold bound from these observations,[],[],"[""M001""]",[]
coumarins2005|C037|agar_contact|coarse_visual_growth|30 days at 25±1°C,C037,Suberosin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M002"", ""dose_ug_ml"": 64, ""reported_inhibition"": 100}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,0,50,,64.0,upper_only,0 < C50 ≤ 64,[],"[""M002""]",[],[]
coumarins2005|C037|agar_contact|coarse_visual_growth|30 days at 25±1°C,C037,Suberosin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M002"", ""dose_ug_ml"": 64, ""reported_inhibition"": 100}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,10,50,,64.0,upper_only,0 < C50 ≤ 64,[],"[""M002""]",[],[]
coumarins2005|C037|agar_contact|coarse_visual_growth|30 days at 25±1°C,C037,Suberosin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M002"", ""dose_ug_ml"": 64, ""reported_inhibition"": 100}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,20,50,,64.0,upper_only,0 < C50 ≤ 64,[],"[""M002""]",[],[]
coumarins2005|C038|agar_contact|coarse_visual_growth|30 days at 25±1°C,C038,Xanthoxyletin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M003"", ""dose_ug_ml"": 70, ""reported_inhibition"": 100}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,0,50,,70.0,upper_only,0 < C50 ≤ 70,[],"[""M003""]",[],[]
coumarins2005|C038|agar_contact|coarse_visual_growth|30 days at 25±1°C,C038,Xanthoxyletin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M003"", ""dose_ug_ml"": 70, ""reported_inhibition"": 100}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,10,50,,70.0,upper_only,0 < C50 ≤ 70,[],"[""M003""]",[],[]
coumarins2005|C038|agar_contact|coarse_visual_growth|30 days at 25±1°C,C038,Xanthoxyletin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M003"", ""dose_ug_ml"": 70, ""reported_inhibition"": 100}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,20,50,,70.0,upper_only,0 < C50 ≤ 70,[],"[""M003""]",[],[]
coumarins2005|C039|agar_contact|coarse_visual_growth|30 days at 25±1°C,C039,Clausarin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M004"", ""dose_ug_ml"": 75, ""reported_inhibition"": 0}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,0,50,75.0,,lower_only,"C50 > 75, or never reaches 50%","[""M004""]",[],[],[]
coumarins2005|C039|agar_contact|coarse_visual_growth|30 days at 25±1°C,C039,Clausarin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M004"", ""dose_ug_ml"": 75, ""reported_inhibition"": 0}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,10,50,75.0,,lower_only,"C50 > 75, or never reaches 50%","[""M004""]",[],[],[]
coumarins2005|C039|agar_contact|coarse_visual_growth|30 days at 25±1°C,C039,Clausarin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M004"", ""dose_ug_ml"": 75, ""reported_inhibition"": 0}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,20,50,75.0,,lower_only,"C50 > 75, or never reaches 50%","[""M004""]",[],[],[]
coumarins2005|C040|agar_contact|coarse_visual_growth|30 days at 25±1°C,C040,Isopimpinellin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M005"", ""dose_ug_ml"": 80, ""reported_inhibition"": 100}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,0,50,,80.0,upper_only,0 < C50 ≤ 80,[],"[""M005""]",[],[]
coumarins2005|C040|agar_contact|coarse_visual_growth|30 days at 25±1°C,C040,Isopimpinellin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M005"", ""dose_ug_ml"": 80, ""reported_inhibition"": 100}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,10,50,,80.0,upper_only,0 < C50 ≤ 80,[],"[""M005""]",[],[]
coumarins2005|C040|agar_contact|coarse_visual_growth|30 days at 25±1°C,C040,Isopimpinellin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M005"", ""dose_ug_ml"": 80, ""reported_inhibition"": 100}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,20,50,,80.0,upper_only,0 < C50 ≤ 80,[],"[""M005""]",[],[]
coumarins2005|C041|agar_contact|coarse_visual_growth|30 days at 25±1°C,C041,Umbelliferone,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M006"", ""dose_ug_ml"": 65, ""reported_inhibition"": 60}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,0,50,,65.0,upper_only,0 < C50 ≤ 65,[],"[""M006""]",[],[]
