record_id,source_id,material,material_type,source_compound_or_fraction_code,source_plant,source_organ,dose_value,dose_unit_as_reported,dose_ug_ml,endpoint,endpoint_relation,endpoint_value,endpoint_unit,remaining_growth_percent,derived_inhibition_percent,original_ordinal_score,damaged_cultures,tested_cultures,ant,fungus_as_reported,observation_time,model_use,transcription_notes,limitations,source_locator,original_url,local_original,context_key,exposure_route,dose_basis,endpoint_ci_low,endpoint_ci_high,independence_group,extraction_batch,compound_id,preferred_name,identity_status,source_block,compound_source_group,route_for_grouping,endpoint_family,assay_medium,controls_and_replication,donor_replication,dose_ug_ml_for_grouping,comparison_block,conventional_potency_regression_eligible,potency_eligibility_reason,exact_structure_assigned,evidence_direction
F014,pagnocca1996,Sesamin,pure_compound,1,Virola sebifera,Leaves,70,µg/mL,70,remaining_growth,<,20,percent,<20,>80,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,"Source identity: Figure 1; source-to-organ mapping PDF 2. Table reports <20% growth, prose says complete inhibition; retain >80% inhibition as a bound. ","Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1,C006,Sesamin,stereochemistry_or_identity_review,pagnocca1996,pagnocca1996|C006,agar_contact,coarse_visual_growth,"Glucose10, NaCl 5, peptone 5, malt extract 10, agar 15 g/L; 1 mL DCM stock plus9 mL medium, autoclaved120°C10 min.","DCM and water controls; ten test tubes/run, assays repeated twice as worded; total independent n not resolved.","One laboratory nest; historical names retained, no molecular strain ID supplied.",70,pagnocca1996|agar_contact|coarse_visual_growth|70|30–35 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,inhibition_at_tested_dose
F015,pagnocca1996,Eudesmin,pure_compound,2,Virola sebifera,Leaves,160,µg/mL,160,remaining_growth,=,60,percent,60,40,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,Source identity: Figure 1; source-to-organ mapping PDF 2. ,"Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1,C007,Eudesmin,stereochemistry_or_identity_review,pagnocca1996,pagnocca1996|C007,agar_contact,coarse_visual_growth,"Glucose10, NaCl 5, peptone 5, malt extract 10, agar 15 g/L; 1 mL DCM stock plus9 mL medium, autoclaved120°C10 min.","DCM and water controls; ten test tubes/run, assays repeated twice as worded; total independent n not resolved.","One laboratory nest; historical names retained, no molecular strain ID supplied.",160,pagnocca1996|agar_contact|coarse_visual_growth|160|30–35 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,inhibition_at_tested_dose
F016,pagnocca1996,Episesamin,pure_compound,3,Virola sp.,Leaves,200,µg/mL,200,remaining_growth,=,100,percent,100,0,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,Source identity: Figure 1; source-to-organ mapping PDF 2. ,"Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1,C008,Episesamin,ambiguous_name_lookup,pagnocca1996,pagnocca1996|C008,agar_contact,coarse_visual_growth,"Glucose10, NaCl 5, peptone 5, malt extract 10, agar 15 g/L; 1 mL DCM stock plus9 mL medium, autoclaved120°C10 min.","DCM and water controls; ten test tubes/run, assays repeated twice as worded; total independent n not resolved.","One laboratory nest; historical names retained, no molecular strain ID supplied.",200,pagnocca1996|agar_contact|coarse_visual_growth|200|30–35 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,no_inhibition_at_tested_dose
F017,pagnocca1996,Philygenol,pure_compound,4,Otoba parvifolia,Fruits,200,µg/mL,200,remaining_growth,=,80,percent,80,20,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,Source identity: Figure 1; source-to-organ mapping PDF 2. ,"Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1,C009,Philygenol,database_unresolved,pagnocca1996,pagnocca1996|C009,agar_contact,coarse_visual_growth,"Glucose10, NaCl 5, peptone 5, malt extract 10, agar 15 g/L; 1 mL DCM stock plus9 mL medium, autoclaved120°C10 min.","DCM and water controls; ten test tubes/run, assays repeated twice as worded; total independent n not resolved.","One laboratory nest; historical names retained, no molecular strain ID supplied.",200,pagnocca1996|agar_contact|coarse_visual_growth|200|30–35 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,inhibition_at_tested_dose
F018,pagnocca1996,Lignan 5,pure_compound,5,Virola sebifera,Leaves,200,µg/mL,200,remaining_growth,=,80,percent,80,20,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,Source identity: Figure 1; source-to-organ mapping PDF 2. Source-local compound code; no guessed common name or SMILES assigned. ,"Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1,C010,Lignan 5,source_code_unresolved,pagnocca1996,pagnocca1996|C010,agar_contact,coarse_visual_growth,"Glucose10, NaCl 5, peptone 5, malt extract 10, agar 15 g/L; 1 mL DCM stock plus9 mL medium, autoclaved120°C10 min.","DCM and water controls; ten test tubes/run, assays repeated twice as worded; total independent n not resolved.","One laboratory nest; historical names retained, no molecular strain ID supplied.",200,pagnocca1996|agar_contact|coarse_visual_growth|200|30–35 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,inhibition_at_tested_dose
F019,pagnocca1996,Lignan 6,pure_compound,6,Virola sebifera,Leaves,210,µg/mL,210,remaining_growth,=,40,percent,40,60,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,Source identity: Figure 1; source-to-organ mapping PDF 2. Source-local compound code; no guessed common name or SMILES assigned. ,"Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1,C011,Lignan 6,source_code_unresolved,pagnocca1996,pagnocca1996|C011,agar_contact,coarse_visual_growth,"Glucose10, NaCl 5, peptone 5, malt extract 10, agar 15 g/L; 1 mL DCM stock plus9 mL medium, autoclaved120°C10 min.","DCM and water controls; ten test tubes/run, assays repeated twice as worded; total independent n not resolved.","One laboratory nest; historical names retained, no molecular strain ID supplied.",210,pagnocca1996|agar_contact|coarse_visual_growth|210|30–35 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,inhibition_at_tested_dose
F020,pagnocca1996,Epigalgravin,pure_compound,7,Virola sp.,Leaves,200,µg/mL,200,remaining_growth,<,20,percent,<20,>80,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,"Source identity: Figure 1; source-to-organ mapping PDF 2. Table reports <20% growth, prose says complete inhibition; retain >80% inhibition as a bound. Table spelling variant preserved in PDF; narrative name used here. ","Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1,C012,Epigalgravin,database_unresolved,pagnocca1996,pagnocca1996|C012,agar_contact,coarse_visual_growth,"Glucose10, NaCl 5, peptone 5, malt extract 10, agar 15 g/L; 1 mL DCM stock plus9 mL medium, autoclaved120°C10 min.","DCM and water controls; ten test tubes/run, assays repeated twice as worded; total independent n not resolved.","One laboratory nest; historical names retained, no molecular strain ID supplied.",200,pagnocca1996|agar_contact|coarse_visual_growth|200|30–35 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,inhibition_at_tested_dose
F021,pagnocca1996,Lignan 8,pure_compound,8,Virola sp.,Leaves,200,µg/mL,200,remaining_growth,=,100,percent,100,0,,,,Atta sexdens rubropilosa,"Leucocoprinus gongylophorus (syn. Rozites gongylophora), identified morphologically.",30–35 days at 25±1°C,Coarse visual or censored dose-conditioned response; structure and stereochemistry curation required,Source identity: Figure 1; source-to-organ mapping PDF 2. Source-local compound code; no guessed common name or SMILES assigned. ,"Coarse visual endpoint; no error bars. Sesamin/epigalgravin: prose says complete inhibition, table says <20% remaining growth; retain the table bound. Unequal doses do not give a potency ranking. Names/stereochemistry require structure curation before descriptor assignment.",PDF 4 / printed 1328; Table 1,https://doi.org/10.1007/BF02266969,sources/pagnocca1996.pdf,pagnocca1996,,,,,,1,C013,Lignan 8,source_code_unresolved,pagnocca1996,pagnocca1996|C013,agar_contact,coarse_visual_growth,"Glucose10, NaCl 5, peptone 5, malt extract 10, agar 15 g/L; 1 mL DCM stock plus9 mL medium, autoclaved120°C10 min.","DCM and water controls; ten test tubes/run, assays repeated twice as worded; total independent n not resolved.","One laboratory nest; historical names retained, no molecular strain ID supplied.",200,pagnocca1996|agar_contact|coarse_visual_growth|200|30–35 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,no_inhibition_at_tested_dose
F022,hubbell1983,Caryophyllene epoxide,pure_compound,,Hymenaea courbaril,Mature leaves,100,µg/mL,100,culture_damage_incidence,=,0.8,proportion,,,,8,10,Atta cephalotes,Attine fungus; culture identity confirmed by ant acceptance.,Visible culture damage within 48 h,Binomial culture-damage outcome; separate from growth/MIC/IC50 models,"Damage counted as shrivelling, collapse and browning. At100 µg/mL the paper says all but2 of 10; 8 derived by subtraction. No conversion to growth-inhibition percent.",Unsuccessful recovery transfer reported without enough detail to establish a formal fungicidal endpoint; authors leave fungistatic versus fungicidal unresolved. Other-fungus claim is unnamed-species personal communication and is not transcribed as assay data. Culture-lineage overlap with 1988 is unverified.,PDF 5 / printed 325; Fungal bioassays,https://doi.org/10.1007/BF00376846,sources/hubbell1983.pdf,hubbell1983,,,,,,1,C003,Caryophyllene oxide,stereochemistry_or_identity_review,hubbell_howard_possible_lineage_overlap,hubbell_howard_possible_lineage_overlap|C003,agar_contact,culture_damage_incidence,Slants on2% potato dextrose agar or2% cornmeal agar; exact medium assignment not specified. Crystalline epoxide mixed into hot agar after autoclaving.,Ten untreated slants stayed healthy and growing. Initial ether carrier was abandoned because residual ether itself harmed fungus.,One laboratory colony; species/strain not molecularly identified.,100,hubbell1983|agar_contact|culture_damage_incidence|100|Visible culture damage within 48 h,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,culture_damage
F023,hubbell1983,Caryophyllene epoxide,pure_compound,,Hymenaea courbaril,Mature leaves,3,mg/mL,3000,culture_damage_incidence,=,1.0,proportion,,,,10,10,Atta cephalotes,Attine fungus; culture identity confirmed by ant acceptance.,Visible culture damage within 48 h,Binomial culture-damage outcome; separate from growth/MIC/IC50 models,"Damage counted as shrivelling, collapse and browning. At100 µg/mL the paper says all but2 of 10; 8 derived by subtraction. No conversion to growth-inhibition percent.",Unsuccessful recovery transfer reported without enough detail to establish a formal fungicidal endpoint; authors leave fungistatic versus fungicidal unresolved. Other-fungus claim is unnamed-species personal communication and is not transcribed as assay data. Culture-lineage overlap with 1988 is unverified.,PDF 5 / printed 325; Fungal bioassays,https://doi.org/10.1007/BF00376846,sources/hubbell1983.pdf,hubbell1983,,,,,,1,C003,Caryophyllene oxide,stereochemistry_or_identity_review,hubbell_howard_possible_lineage_overlap,hubbell_howard_possible_lineage_overlap|C003,agar_contact,culture_damage_incidence,Slants on2% potato dextrose agar or2% cornmeal agar; exact medium assignment not specified. Crystalline epoxide mixed into hot agar after autoclaving.,Ten untreated slants stayed healthy and growing. Initial ether carrier was abandoned because residual ether itself harmed fungus.,One laboratory colony; species/strain not molecularly identified.,3000,hubbell1983|agar_contact|culture_damage_incidence|3000|Visible culture damage within 48 h,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,culture_damage
F024,hubbell1983,Caryophyllene epoxide,pure_compound,,Hymenaea courbaril,Mature leaves,30,mg/mL,30000,culture_damage_incidence,=,1.0,proportion,,,,5,5,Atta cephalotes,Attine fungus; culture identity confirmed by ant acceptance.,Visible culture damage within 48 h,Binomial culture-damage outcome; separate from growth/MIC/IC50 models,"Damage counted as shrivelling, collapse and browning. At100 µg/mL the paper says all but2 of 10; 8 derived by subtraction. No conversion to growth-inhibition percent.",Unsuccessful recovery transfer reported without enough detail to establish a formal fungicidal endpoint; authors leave fungistatic versus fungicidal unresolved. Other-fungus claim is unnamed-species personal communication and is not transcribed as assay data. Culture-lineage overlap with 1988 is unverified.,PDF 5 / printed 325; Fungal bioassays,https://doi.org/10.1007/BF00376846,sources/hubbell1983.pdf,hubbell1983,,,,,,1,C003,Caryophyllene oxide,stereochemistry_or_identity_review,hubbell_howard_possible_lineage_overlap,hubbell_howard_possible_lineage_overlap|C003,agar_contact,culture_damage_incidence,Slants on2% potato dextrose agar or2% cornmeal agar; exact medium assignment not specified. Crystalline epoxide mixed into hot agar after autoclaving.,Ten untreated slants stayed healthy and growing. Initial ether carrier was abandoned because residual ether itself harmed fungus.,One laboratory colony; species/strain not molecularly identified.,30000,hubbell1983|agar_contact|culture_damage_incidence|30000|Visible culture damage within 48 h,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,culture_damage
F040,bigi2004,Ricinine,pure_compound,,Ricinus communis,Leaves; isolated from methanol fraction of DCM extract,1,mg/mL,1000,qualitative_fungal_effect,=,Interpreted as no effect; source wording defective,text,,,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Hold out from numeric and binary training until defective outcome wording is resolved,PDF 3 says: “Pure ricinine have any effect on L gongylophorus at the concentration tested (1 mg ml−1).” Null interpretation follows abstract/context contrasting fatty-acid fungal activity and ricinine ant activity. No quantitative growth value is printed.,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1,C014,Ricinine,achiral_identity_resolved,bigi2004,bigi2004|C014,agar_contact,outcome_ambiguous_hold,"Peptone5, NaCl 5, malt extract 10, glucose 10, agar 15 g/L; 1 mL DCM sample plus9 mL medium; autoclaved121°C15 min. TLC comparison reported stability after autoclaving.",Two runs with five tubes/concentration each; DCM and water controls each showed100% growth.,Fungus isolated from one nest; no molecular strain ID supplied.,1000,bigi2004|agar_contact|outcome_ambiguous_hold|1000|30 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,ambiguous
F073,lobo2020papaya,Squalene,pure_compound,1,Carica papaya (quercetin reagent not isolated from this sample),Leaves; commercial quercetin comparator where indicated,0.5,mg/mL,500.0,growth_inhibition,=,25.67,percent,,25.67,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,Pure-compound numbers reported in section3.3; mixture is not established synergy. Commercial quercetin null does not label the isolated glycosides inactive.,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Compound mass per medium volume; mixture total-versus-component basis unresolved,,,lobo2020papaya,2,C015,Squalene,stereochemistry_or_identity_review,lobo2020papaya,lobo2020papaya|C015,Agar contact,radial_growth_inhibition,"Acid PDA pH4.5, cellulose dispersion; five-week growth assay. Two ethanol leaf extracts from separate collections/preparations.",Five replicates/treatment; PDA-only and PDA+cellulose controls; no positive control in vitro.,Three artificial nests; isolate allocation and independence not specified.,500.0,lobo2020papaya|Agar contact|radial_growth_inhibition|500.0|Five weeks,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,inhibition_at_tested_dose
F074,lobo2020papaya,Carpaine,pure_compound,6,Carica papaya (quercetin reagent not isolated from this sample),Leaves; commercial quercetin comparator where indicated,0.5,mg/mL,500.0,growth_inhibition,=,27.67,percent,,27.67,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,Pure-compound numbers reported in section3.3; mixture is not established synergy. Commercial quercetin null does not label the isolated glycosides inactive.,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Compound mass per medium volume; mixture total-versus-component basis unresolved,,,lobo2020papaya,2,C016,Carpaine,stereochemistry_or_identity_review,lobo2020papaya,lobo2020papaya|C016,Agar contact,radial_growth_inhibition,"Acid PDA pH4.5, cellulose dispersion; five-week growth assay. Two ethanol leaf extracts from separate collections/preparations.",Five replicates/treatment; PDA-only and PDA+cellulose controls; no positive control in vitro.,Three artificial nests; isolate allocation and independence not specified.,500.0,lobo2020papaya|Agar contact|radial_growth_inhibition|500.0|Five weeks,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,inhibition_at_tested_dose
F076,lobo2020papaya,Quercetin (commercial aglycone),pure_compound,commercial,Carica papaya (quercetin reagent not isolated from this sample),Leaves; commercial quercetin comparator where indicated,0.5,mg/mL,500.0,qualitative_fungal_effect,=,No effect reported,text,,,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,Pure-compound numbers reported in section3.3; mixture is not established synergy. Commercial quercetin null does not label the isolated glycosides inactive.,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Compound mass per medium volume; mixture total-versus-component basis unresolved,,,lobo2020papaya,2,C017,Quercetin,achiral_identity_resolved,lobo2020papaya,lobo2020papaya|C017,Agar contact,qualitative_null,"Acid PDA pH4.5, cellulose dispersion; five-week growth assay. Two ethanol leaf extracts from separate collections/preparations.",Five replicates/treatment; PDA-only and PDA+cellulose controls; no positive control in vitro.,Three artificial nests; isolate allocation and independence not specified.,500.0,lobo2020papaya|Agar contact|qualitative_null|500.0|Five weeks,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,no_effect_reported
F078,souza2005,Germanicol,pure_compound,2,Pilocarpus grandiflorus,Stems,100,µg/mL,100,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2,C018,Germanicol,stereochemistry_or_identity_review,souza2005,souza2005|C018,agar_contact,coarse_visual_growth,Paper refers assay to Pagnocca1990 (reference37); does not repeat medium/solvent details.,"Replication and controls referred to previous protocol, not restated in this paper.",Fungus from a nest; other donor details not repeated.,100,"souza2005|agar_contact|coarse_visual_growth|100|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,no_inhibition_at_tested_dose
F079,souza2005,β-Amyrin,pure_compound,3,Pilocarpus grandiflorus,Stems,100,µg/mL,100,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2,C019,β-Amyrin,stereochemistry_or_identity_review,souza2005,souza2005|C019,agar_contact,coarse_visual_growth,Paper refers assay to Pagnocca1990 (reference37); does not repeat medium/solvent details.,"Replication and controls referred to previous protocol, not restated in this paper.",Fungus from a nest; other donor details not repeated.,100,"souza2005|agar_contact|coarse_visual_growth|100|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,no_inhibition_at_tested_dose
F080,souza2005,β-Sitosterol,pure_compound,5,Pilocarpus grandiflorus,Stems,100,µg/mL,100,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2,C020,β-Sitosterol,stereochemistry_or_identity_review,souza2005,souza2005|C020,agar_contact,coarse_visual_growth,Paper refers assay to Pagnocca1990 (reference37); does not repeat medium/solvent details.,"Replication and controls referred to previous protocol, not restated in this paper.",Fungus from a nest; other donor details not repeated.,100,"souza2005|agar_contact|coarse_visual_growth|100|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,no_inhibition_at_tested_dose
F081,souza2005,Stigmast-4-en-3-one,pure_compound,6,Pilocarpus grandiflorus,Stems,100,µg/mL,100,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2,C021,Stigmast-4-en-3-one,stereochemistry_or_identity_review,souza2005,souza2005|C021,agar_contact,coarse_visual_growth,Paper refers assay to Pagnocca1990 (reference37); does not repeat medium/solvent details.,"Replication and controls referred to previous protocol, not restated in this paper.",Fungus from a nest; other donor details not repeated.,100,"souza2005|agar_contact|coarse_visual_growth|100|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,no_inhibition_at_tested_dose
F082,souza2005,3β-Hydroxystigmast-5-en-7-one,pure_compound,7,Pilocarpus grandiflorus,Stems,60,µg/mL,60,growth_inhibition,=,20,percent,,20,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2,C022,3β-Hydroxystigmast-5-en-7-one,stereochemistry_or_identity_review,souza2005,souza2005|C022,agar_contact,coarse_visual_growth,Paper refers assay to Pagnocca1990 (reference37); does not repeat medium/solvent details.,"Replication and controls referred to previous protocol, not restated in this paper.",Fungus from a nest; other donor details not repeated.,60,"souza2005|agar_contact|coarse_visual_growth|60|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,inhibition_at_tested_dose
